date,Global_Disaster_Total,Global_Holidays_Average,Global_Holidays_Total,PT_Animal-Assisted Interventions,PT_Antidepressants,PT_Antipsychotic Medications,PT_Behavioral Activation Therapy,PT_Benzodiazepines,PT_Biofeedback Devices,PT_Brain Stimulation Technologies,PT_Brain-Computer Interface,PT_Cognitive Behavioral Therapy,PT_Cognitive Enhancement Programs,PT_Cognitive Technologies,PT_Creative Arts Therapies,PT_Dietary Interventions & Supplements,PT_Digital Health Tools,PT_Digital Imaging Technologies for Brain Scanning,PT_Electroencephalography,PT_Exposure Therapy,PT_Expressive Writing & Journaling,PT_Eye Movement Desensitization and Reprocessing,PT_Genetic Testing,PT_Interpersonal Psychotherapy,PT_Meditation and Relaxation Techniques,PT_Metaverse,PT_Mindfulness-Based Stress Reduction,PT_Mood Stabilizers,PT_Neurocognitive Training,PT_Neurofeedback Systems,PT_Neuromodulation Techniques,PT_Neuroprotective Agents,PT_Peer Support Programs & Online Communities,PT_Personalized Medicine,PT_Privacy-Preserving AI in Digital Mental Health,PT_Psychoeducation Programs,PT_Psychophysiological Metrics for Treatment Response,PT_Regenerative Medicine Approaches,PT_Resting-state Functional Magnetic Resonance Imaging,PT_Selective Serotonin Reuptake Inhibitors,PT_Social Skills Training,PT_Stem Cell Therapy for Neurological Disorders,PT_Traditional & Alternative Medicine Approaches,PT_Transcranial Magnetic Stimulation,PT_Trauma-Focused CBT,PT_Virtual Reality Exposure Therapy,PT_Voxel-based Lesion-Symptom Mapping,RMD_Anorexia nervosa,RMD_Antisocial Personality Disorder,RMD_Autosarcophagy,RMD_Avoidant Personality,RMD_Boanthropy,RMD_Body Integrity Dysphoria,RMD_Brief Psychotic,RMD_Capgras,RMD_Childhood Disintegrative Disorder,RMD_Circadian Rhythm Sleep-Wake,RMD_Cyclothymic,RMD_Delusional,RMD_Dementia pugilistica,RMD_Diogenes,RMD_Disinhibited Social Engagement,RMD_Dissociative Fugue,RMD_Ekbom,RMD_Erotomanic,RMD_Factitious,RMD_Fregoli Delusion,RMD_Ganser,RMD_Hallucinogen-Induced Psychotic,RMD_Histrionic Personality,RMD_Hypergraphia,RMD_Hyperthymesia,RMD_Impulse Control,RMD_Intermetamorphosis,RMD_Kleine-Levin,RMD_Kleptomania,RMD_Landau-Kleffner,RMD_Narcissistic Personality,RMD_Olfactory Reference,RMD_Othello,RMD_Palilalia,RMD_Paramnesia,RMD_Postpartum Psychosis,RMD_Psychogenic Amnesia,RMD_Pyromania,RMD_Reactive Attachment,RMD_Reduplicative Paramnesia,RMD_Rumination,RMD_Savant,RMD_Schizoaffective,RMD_Schizotypal Personality,RMD_Selective Mutism,RMD_Stendhal,RMD_Walking Corpse,RMD_koro
2012-07,26,0.33,12,8,59,54,5,35,2,0,14,6,0,6,7,0,0,0,106,1,0,4,7,11,0,0,8,13,1,0,2,11,0,101,0,1,0,7,8,48,0,1,11,113,3,19,0,30,58,0,10,0,25,38,16,17,1,80,8,23,23,1,15,24,19,42,13,16,26,18,9,37,2,0,1,38,0,49,57,25,30,0,15,23,53,50,20,10,48,54,8,42,16,7,10
2012-08,45,1.33,48,0,63,40,2,37,0,0,17,3,0,4,10,0,0,0,110,8,0,0,8,18,0,1,20,8,0,1,3,9,0,165,0,0,0,0,2,2,0,0,0,109,9,2,1,47,54,0,10,19,19,28,14,16,2,73,4,67,22,1,16,27,18,52,14,13,32,19,11,34,1,0,0,40,0,48,38,28,32,0,17,17,49,45,24,12,38,54,9,44,19,3,10
2012-09,29,0.67,24,0,59,57,2,40,0,0,22,3,0,8,1,0,15,0,4,0,0,5,1,14,0,2,49,10,0,0,4,6,0,123,0,0,0,2,7,24,2,2,5,137,0,1,1,41,76,0,18,17,19,37,22,20,1,83,9,35,21,1,16,26,18,52,14,20,23,23,10,69,121,0,1,68,1,49,47,31,31,0,19,22,60,48,28,17,38,54,13,55,21,4,9
2012-10,25,1.67,60,0,62,66,5,42,0,1,16,5,0,6,3,0,1,0,1,8,0,4,1,3,1,4,20,1,1,0,5,4,0,136,0,0,0,2,3,39,0,0,3,2,1,5,1,44,58,0,11,23,20,34,17,24,1,91,5,50,31,1,18,24,20,53,16,18,23,19,11,32,4,0,3,46,0,43,38,47,36,0,15,33,39,52,28,17,40,64,6,60,15,9,9
2012-11,16,1.06,38,0,65,62,2,35,0,0,18,60,0,6,2,0,0,0,2,0,0,7,0,74,0,0,10,7,0,0,1,11,0,159,0,0,0,9,13,2,0,2,1,1,2,1,2,41,60,0,14,12,32,37,17,21,1,88,7,34,21,1,33,38,20,52,15,19,32,19,9,39,1,0,2,42,2,47,38,41,37,0,15,41,38,48,22,16,47,58,10,54,15,5,9
2012-12,32,1.56,56,0,60,39,1,33,0,0,14,80,0,7,4,0,10,0,87,10,1,8,10,8,6,1,23,1,0,0,1,15,0,143,0,0,2,4,7,42,0,2,1,136,8,4,1,43,62,0,11,21,20,31,15,18,2,79,4,35,30,1,21,32,19,46,13,18,32,19,8,41,1,0,6,43,2,43,34,37,33,0,13,32,44,42,19,15,37,56,10,44,35,3,8
2013-01,46,1.81,65,16,64,26,1,34,5,1,15,478,0,4,2,0,0,0,1,0,0,1,1,21,0,23,78,1,0,0,6,64,0,431,0,0,0,0,44,169,0,0,4,1,3,8,2,52,64,0,9,12,26,31,16,19,0,87,4,44,24,1,19,34,18,45,13,18,26,21,8,58,1,1,1,43,5,55,44,45,38,1,13,28,41,47,13,17,53,61,9,50,20,17,7
2013-02,19,0.97,35,3,63,30,1,36,0,0,17,69,0,4,4,0,0,0,3,1,0,3,1,8,0,0,16,26,0,0,0,13,0,118,0,0,0,0,8,1,0,2,2,222,0,0,1,33,59,0,11,19,20,34,16,19,0,87,3,30,22,1.5,17,34,20,54,14,23,29,17,12,36,1,0,8,48,0,48,41,43,38,0,14,29,35,47,23,18,40,57,6,68,15,4,9
2013-03,21,1.19,43,3,63,27,1,35,1,0,22,4,0,6,2,0,0,0,1,0,0,7,0,3,5,8,17,1,0,0,1,11,0,86,0,2,1,3,3,33,0,2,1,183,0,14,1,41,62,0,10,12,17,34,19,19,1,91,2,35,21,1,20,26,17,48,15,16,29,17,10,32,23,0,4,57,0,46,31,43,33,0,16,42,44,45,27,16,43,56,6,54,31,9,9
2013-04,22,1.08,39,1,69,40,3,37,0,1,17,99,0,6,1,0,12,0,103,0,0,13,2,22,0,0,40,4,0,0,1,4,0,147,0,1,0,4,7,1,0,0,3,176,2,0,3,45,66,0,10,24,16,36,18,26,0,89,1,27,23,1.5,23,32,18,59,16,15,29,19,15,31,1,0,1,52,1,46,50,47,37,0,14,45,43,50,27,24,43,59,16,54,20,5,9
2013-05,27,2.03,73,0,61,31,2,32,0,1,13,49,0,6,4,0,3,0,124,1,4,1,4,11,0,3,59,1,0,0,1,12,0,150,0,1,0,0,9,4,0,4,6,9,5,0,1,46,72,0,12,17,29,31,18,25,0,87,7,39,23,1.5,21,36,17,58,14,18,19,18,10,55,11,0,2,49,2,56,56,41,41,0,14,39,42,45,24,21,42,71,6,49,15,8,11
2013-06,23,0.81,29,6,57,22,1,32,0,0,12,90,0,5,5,0,6,0,2,0,0,3,0,10,0,5,16,9,0,0,4,5,0,122,0,0,0,4,17,42,0,1,5,1,2,4,1,38,67,0,10,12,17,28,15,24,0,91,3,26,21,1,16,25,15,56,22,20,26,17,10,77,27,0,1,53,0,48,41,37,42,0,16,26,39,44,19,14,41,54,6,46,22,19,13
2013-07,33,0.31,11,2,60,22,3,33,0,0,19,81,0,4,1,0,1,0,2,8,2,1,4,7,0,1,11,2,0,0,1,9,0,134,0,0,0,4,11,3,0,6,4,148,1,2,1,38,69,0,10,1,33,28,18,20,0,79,22,26,21,1.5,17,31,17,46,13,16,32,17,8,57,18,0,1,43,4,43,44,24,33,0,16,24,43,41,15,16,44,56,6,40,18,10,11
2013-08,37,1.39,50,0,61,27,3,32,0,8,15,137,0,6,8,0,0,0,104,8,0,5,2,15,1,4,8,2,0,2,7,9,0,118,0,0,0,6,13,5,0,4,6,132,0,2,2,49,72,0,13,1,19,27,13,15,1,82,3,18,20,1.5,20,33,18,54,13,13,29,17,9,47,3,0,3,54,0,55,50,24,33,0,12,22,43,38,16,14,73,64,7,39,26,5,21
2013-09,43,0.78,28,4,62,57,3,32,2,0,16,4,0,6,11,0,1,0,2,0,0,11,2,12,4,2,13,1,1,0,4,12,0,148,0,0,5,3,12,2,1,3,3,229,1,2,2,36,66,0,10,14,16,33,18,20,0,80,13,33,21,1.5,21,38,15,44,14,17,29,19,10,30,5,0,3,50,2,61,56,33,35,1,13,26,38,56,22,15,78,57,11,57,23,4,10
2013-10,30,1.56,56,6,59,56,1,34,0,8,15,4,0,6,2,0,2,0,128,0,1,14,0,6,7,7,37,7,1,0,4,8,0,4,0,0,0,3,13,2,1,1,6,1,1,33,3,54,72,0,11,24,17,30,19,21,1,85,7,40,20,2,21,29,17,61,14,16,26,19,10,35,9,0,4,45,0,48,41,41,38,0,17,33,36,43,23,21,50,62,7,68,18,8,9
2013-11,18,1,36,0,61,26,5,32,0,0,14,139,0,4,3,0,8,1,1,8,0,5,2,4,2,0,11,5,6,0,1,4,0,123,0,0,2,0,13,1,0,1,6,85,0,2,1,45,67,0,11,24,15,32,19,20,3,77,7,40,19,2,25,33,17,57,16,26,26,20,7,53,18,0,3,48,1,44,41,43,40,0,15,36,38,45,16,28,44,58,10,58,22,22,9
2013-12,39,1.39,50,0,55,29,2,27,2,2,12,108,0,4,7,0,3,1,1,20,1,7,2,4,3,4,26,10,1,0,2,13,0,96,0,0,6,1,6,32,1,0,4,105,4,1,2,32,68,0,12,13,81,31,16,15,1,81,4,27,19,1.5,20,30,15,53,12,19,26,17,6,35,1,0,3,43,3,46,66,43,31,1,12,34,40,38,14,18,54,57,16,45,23,5,11
2014-01,52,2.03,73,10,66,45,1,31,0,1,15,460,0,6,2,0,2,0,4,1,0,52,4,28,4,7,121,63,6,1,8,43,0,504,0,7,0,1,25,129,0,6,0,3,2,19,5,39,86,0,10,12,20,31,15,16,1,70,4,31,27,1.5,17,28,21,48,15,19,26,20,8,36,14,4,2,46,3,47,38,34,38,0,13,28,40,45,15,18,49,76,9,51,24,4,10
2014-02,24,0.75,27,6,69,53,1,37,2,8,19,12,0,6,20,0,0,0,122,0,4,1,0,2,8,1,14,1,0,0,4,7,0,161,0,0,4,3,16,6,0,0,5,9,1,1,1,39,80,0,10,12,18,30,18,18,0,81,2,36,25,1.5,17,35,16,62,21,21,29,21,6,26,4,0,2,47,1,52,31,41,37,3,32,27,41,48,14,21,53,68,7,56,21,5,11
2014-03,22,0.64,23,5,66,34,1,38,0,0,17,152,0,5,8,1,1,0,1,3,4,4,6,16,0,1,28,7,1,0,0,8,0,139,0,1,0,0,13,51,0,0,9,144,0,5,0,41,77,0,14,17,53,33,29,20,1,78,15,49,40,2,22,33,14,59,26,101,26,24,8,38,25,0,4,57,0,51,31,44,40,1,17,39,42,46,19,22,47,71,9,51,21,5,9
2014-04,28,1.64,59,5,64,42,1,37,0,0,16,147,0,7,4,0,1,0,3,12,12,4,4,5,0,0,28,2,2,2,1,11,0,122,0,2,0,4,13,51,0,0,1,149,0,4,0,35,75,33,13,13,25,30,17,22,0,79,2,101,21,2,20,35,15,57,14,49,29,21,13,40,1,0,8,49,5,55,31,41,34,0,13,43,38,49,17,22,68,68,16,52,25,4,8
2014-05,20,1.64,59,0,64,29,0,32,1,8,14,120,0,6,0,0,1,0,5,2,0,4,2,14,0,1,41,3,0,0,4,9,0,2,0,0,4,6,21,1,0,0,0,219,1,5,4,37,71,0,11,29,20,30,19,18,0,74,11,103,21,3.5,19,54,16,54,16,23,26,22,22,48,1,0,1,45,1,56,50,42,39,0,17,48,37,49,20,19,49,63,8,51,23,5,10
2014-06,28,1.06,38,2,62,30,0,30,0,8,12,95,0,5,1,0,1,0,1,2,1,6,0,4,0,4,42,1,1,0,4,3,0,142,0,1,4,1,15,7,2,0,2,8,0,5,1,32,70,0,12,12,23,33,15,20,1,70,3,35,21,1.5,15,28,14,65,13,21,23,18,9,38,6,0,2,48,2,45,44,28,37,0,13,29,60,42,21,22,34,55,5,46,24,5,8
2014-07,27,1.03,37,0,54,37,1,30,0,0,12,4,0,7,8,0,0,0,2,10,0,1,0,4,3,1,30,2,0,0,2,7,0,163,0,0,0,0,11,29,0,1,3,3,5,17,2,25,66,0,10,14,19,23,18,18,0,66,3,70,19,1.5,15,34,15,48,16,16,29,17,11,46,3,0,2,44,0,53,34,25,36,1,11,22,38,34,22,16,39,56,5,42,16,5,10
2014-08,39,0.67,24,0,63,35,0,29,0,1,12,114,0,6,2,0,0,0,2,0,0,8,2,10,0,0,10,12,0,0,2,8,0,117,0,0,0,6,18,3,0,1,6,12,0,5,3,33,68,0,10,10,16,30,15,17,1,68,4,38,22,2,14,29,18,43,15,20,23,18,15,37,5,0,5,49,2,53,38,23,33,0,12,24,37,36,17,17,47,52,7,44,22,5,8
2014-09,31,0.64,23,6,63,46,0,61,0,0,15,4,0,6,2,0,0,0,1,2,0,7,2,14,1,0,37,7,0,0,1,13,0,201,0,0,0,6,16,3,1,3,0,4,4,6,1,29,66,1,11,14,19,31,24,18,0,70,9,30,20,2,14,48,16,54,16,20,25,17,8,34,18,0,1,40,2,54,34,28,33,0,13,42,36,51,21,24,41,54,12,54,26,5,10
2014-10,24,1.81,65,6,65,42,3,36,0,0,15,79,0,8,8,0,5,0,1,0,0,9,3,21,4,3,25,2,1,0,0,13,0,197,0,0,0,3,11,2,2,4,6,187,2,8,1,30,71,0,11,14,21,40,18,19,0,79,3,45,27,2,18,32,17,62,15,18,26,19,10,58,1,0,8,44,0,50,56,32,37,0,18,35,36,55,19,20,41,66,11,59,27,9,27
2014-11,22,0.89,32,8,69,36,2,35,0,0,15,4,0,6,2,0,3,0,1,1,0,3,0,5,0,25,64,2,1,0,3,7,0,140,0,0,0,8,13,2,0,2,1,8,0,1,2,37,80,0,13,21,21,37,17,28,1,76,4,47,24,2,18,32,16,55,16,21,26,21,15,32,10,0,4,46,1,50,40,43,37,1,14,38,40,46,19,23,39,62,7,58,20,4,10
2014-12,23,1.44,52,1,61,44,1,33,0,1,14,98,0,5,1,0,37,1,155,5,2,6,5,11,3,2,74,5,0,0,3,6,0,128,0,4,21,26,12,27,5,9,4,173,5,3,3,30,72,0,10,24,15,29,15,17,2,66,7,28,34,2,28,36,14,46,14,18,17,19,12,32,37,1,6,53,0,52,38,36,36,0,14,34,41,40,14,19,41,55,7,44,31,3,10
2015-01,32,1.86,67,14,72,43,2,31,1,1,17,361,0,6,8,0,6,0,1,2,0,45,0,47,0,7,131,1,3,0,7,42,0,549,0,2,0,0,44,1,0,0,4,561,1,8,9,39,87,2,10,17,15,29,13,14,1,94,8,40,23,9,22,35,30,66,15,20,29,18,9,28,19,0,3,56,9,58,38,36,38,0,13,27,41,49,16,25,64,62,14,50,23,8,41
2015-02,23,0.89,32,1,67,39,2,38,0,2,15,194,0,15,1,0,0,0,1,0,0,6,4,26,4,0,4,15,0,0,1,10,0,137,0,0,0,0,14,1,0,0,2,4,2,5,2,29,81,0,18,19,13,33,16,18,1,75,2,58,33,2,18,27,20,57,16,20,32,18,17,30,4,0,4,48,0,56,38,38,32,3,14,29,37,45,17,19,43,59,5,53,17,5,11
2015-03,37,0.67,24,1,68,28,1,37,0,1,14,168,0,9,8,1,2,0,3,5,1,2,0,7,0,7,39,3,3,0,1,14,0,145,0,1,0,0,10,3,0,0,7,193,8,0,2,39,84,0,14,12,25,38,15,17,1,83,4,25,24,6.5,20,34,18,65,14,29,29,19,11,30,7,25,7,54,2,69,31,40,39,1,19,41,47,57,22,20,59,66,21,51,19,6,10
2015-04,38,1.75,63,1,65,46,0,36,0,0,14,102,0,8,3,0,1,0,212,2,0,1,4,10,0,1,12,1,4,0,2,12,0,109,0,0,1,3,15,2,0,6,7,146,0,2,3,38,75,0,11,14,36,32,16,20,0,90,2,31,20,4,23,28,16,62,15,22,32,20,13,72,6,1,5,50,0,55,50,48,41,0,14,50,46,45,33,21,54,55,17,59,16,6,10
2015-05,37,2.03,73,1,63,43,2,32,1,0,13,4,0,6,0,0,9,0,1,0,0,3,4,5,3,1,54,1,0,0,1,10,0,4,0,0,0,0,17,2,0,0,2,8,1,9,3,34,74,25,13,14,18,37,25,17,0,71,13,36,25,10,26,34,16,60,15,15,35,18,11,42,2,0,3,47,1,54,51,44,40,0,13,38,41,42,22,30,49,54,11,62,15,9,11
2015-06,30,0.75,27,3,63,41,2,37,2,8,11,8,0,9,4,0,2,0,4,0,1,7,4,10,1,7,8,4,3,0,4,9,0,165,0,0,3,1,20,3,1,2,1,180,0,3,1,33,70,0,11,14,26,29,16,17,4,71,5,34,28,2,15,25,18,54,13,16,19,18,10,34,8,0,5,45,4,54,41,44,37,2,16,30,40,44,19,20,44,55,14,49,17,3,10
2015-07,44,1.11,40,1,64,33,2,32,0,8,12,157,0,7,1,1,4,0,1,1,4,12,2,11,0,6,25,1,7,0,4,8,0,107,0,1,0,2,27,48,0,2,1,4,0,8,1,34,74,0,12,14,22,29,12,21,0,61,8,24,28,2,14,26,14,49,12,15,23,17,9,39,2,0,8,43,4,53,44,24,32,3,13,31,42,40,17,17,35,56,11,43,15,4,9
2015-08,41,0.64,23,0,62,25,0,28,0,0,12,167,0,7,14,0,1,0,3,2,1,5,1,21,0,3,36,7,3,0,3,4,0,164,0,0,3,2,11,1,1,1,2,7,1,9,2,44,72,0,18,12,20,30,21,11,0,58,1,22,18,1.5,13,28,14,42,14,14,32,21,11,57,21,0,0,45,0,60,38,24,35,0,14,19,40,45,19,19,35,54,8,46,31,4,8
2015-09,38,1.67,60,1,62,39,0,34,0,0,13,146,0,8,1,0,1,2,2,8,0,4,0,26,0,0,32,5,6,0,3,15,0,137,0,0,0,0,20,1,0,2,0,4,0,3,1,34,70,25,10,12,16,30,15,15,1,65,5,33,25,2.5,16,34,13,86,16,18,29,23,10,50,8,0,0,44,4,59,34,28,36,0,15,25,42,42,21,27,46,66,5,54,22,4,10
2015-10,30,1.17,42,6,68,42,0,38,0,0,14,188,0,8,1,0,1,0,4,1,0,5,7,10,8,8,35,7,0,1,3,9,0,150,0,0,2,2,22,3,1,2,3,12,1,4,1,55,74,0,10,12,88,30,21,18,8,73,6,23,22,2.5,17,32,15,58,17,20,29,18,10,60,49,0,6,49,1,56,44,33,39,0,17,33,41,71,22,19,44,59,6,56,20,6,9
2015-11,24,0.61,22,6,60,31,0,32,2,1,14,16,0,8,1,4,0,0,3,2,0,10,3,4,4,2,42,15,0,0,2,12,0,166,0,1,0,3,20,1,0,4,2,289,0,2,0,44,72,0,12,19,35,36,18,18,1,67,2,30,33,2,19,32,16,72,15,17,23,19,11,39,6,0,5,48,1,56,41,41,34,1,15,38,37,46,22,29,71,61,13,63,14,5,10
2015-12,20,1.61,58,6,71,24,31,33,0,1,12,156,0,9,4,0,1,0,3,2,3,8,3,12,2,1,20,4,0,0,3,16,0,217,0,1,12,4,25,3,0,4,1,10,14,3,7,27,73,0,11,14,22,35,14,13,5,64,11,35,24,2,18,29,15,61,19,16,29,18,9,54,1,0,2,48,0,56,45,36,40,0,20,38,42,39,14,19,61,55,6,48,40,4,9
2016-01,33,1.53,55,5,68,30,4,30,1,4,13,388,0,8,6,0,1,0,1,2,0,60,7,35,0,12,99,62,5,1,4,32,0,459,0,0,1,1,34,9,0,3,7,17,2,13,7,29,72,0,10,12,16,32,16,14,0,57,10,40,20,2,13,37,14,52,28,15,35,16,7,47,9,0,1,44,9,62,47,44,35,0,33,26,38,39,14,19,48,56,5,50,16,3,12
2016-02,21,0.94,34,8,67,52,0,36,0,1,14,142,0,10,0,0,3,0,140,10,0,6,4,5,4,1,55,2,0,1,0,6,0,160,0,0,0,2,20,4,0,1,1,12,0,8,5,34,68,0,11,17,15,29,15,15,1,61,3,29,17,2.5,18,28,14,50,35,15,23,16,6,48,8,0,2,48,1,69,38,39,35,4,23,29,48,41,14,25,39,67,21,49,15,10,11
2016-03,16,1.53,55,0,70,51,1,36,1,5,13,302,0,10,4,0,15,0,1,0,0,13,1,17,0,1,79,7,8,0,4,9,0,144,0,0,0,1,24,5,1,1,1,5,1,4,1,28,73,33,12,20,18,37,17,16,0,62,3,34,25,2,17,25,14,55,24,16,19,17,9,52,7,0,2,52,0,68,31,45,33,0,21,40,35,47,16,23,39,60,15,48,12,7,9
2016-04,37,0.72,26,8,63,42,1,37,0,0,13,4,0,9,1,0,1,0,4,0,0,10,3,1,0,1,39,19,0,0,5,12,0,165,0,0,0,8,1,1,0,0,2,5,0,3,1,41,67,0,12,0,31,39,16,27,1,66,7,38,27,2.5,22,97,18,63,19,13,26,18,9,62,9,0,2,45,2,60,50,46,39,3,15,48,34,46,20,23,42,57,10,57,16,4,14
2016-05,29,2,72,4,66,31,2,34,2,0,13,4,0,11,0,0,1,0,164,0,0,12,2,9,3,2,54,1,0,0,2,9,0,5,0,0,0,0,24,1,0,0,1,5,0,1,2,32,78,0,14,10,22,38,14,16,1,63,8,25,20,3.5,21,24,15,55,20,13,32,25,10,47,14,0,4,48,4,66,47,40,32,0,18,39,38,44,19,24,41,60,22,56,17,5,12
2016-06,35,0.81,29,0,65,35,0,28,0,2,11,4,0,11,3,0,5,0,1,0,0,13,6,17,0,1,31,3,1,0,4,9,0,147,0,0,2,4,34,1,0,5,4,5,0,10,1,38,67,0,11,27,17,30,12,14,1,57,7,92,17,4,13,33,14,43,19,17,29,17,8,36,3,0,1,40,4,55,46,27,29,0,16,26,39,53,14,23,34,54,10,50,13,4,10
2016-07,29,1.08,39,3,60,43,11,24,2,0,9,132,0,7,1,1,1,0,168,4,0,4,3,9,0,0,4,3,1,0,2,12,0,153,0,0,0,4,20,1,0,2,1,5,0,2,0,23,69,0,11,24,16,27,12,14,2,56,1,18,16,4.5,16,33,13,38,15,15,19,15,9,32,5,1,6,39,2,56,47,21,27,0,16,30,39,41,9,17,33,54,6,40,11,3,9
2016-08,37,0.61,22,1,57,30,9,27,0,2,10,137,0,9,0,0,1,0,2,0,0,8,5,18,0,1,62,1,2,0,2,8,0,133,0,1,0,2,25,1,2,5,3,28,0,0,3,32,75,0,10,14,15,23,13,15,1,57,9,27,17,3.5,12,24,13,39,15,11,19,14,8,35,3,0,4,38,4,60,32,25,28,0,14,22,38,44,10,20,27,54,7,39,25,3,11
2016-09,35,1.5,54,0,60,25,1,29,3,0,12,141,0,9,5,0,1,0,2,0,0,3,2,18,4,3,51,9,1,0,2,7,0,130,0,0,3,6,29,1,0,7,2,16,2,13,2,29,69,0,10,21,20,34,18,14,1,59,14,27,31,2.5,17,27,14,65,15,16,23,15,8,42,6,0,3,44,9,60,60,30,31,0,23,24,39,37,14,20,33,57,6,50,17,7,16
2016-10,28,1.28,46,0,66,37,1,29,8,0,13,4,0,11,4,0,1,4,5,4,0,12,8,15,2,0,24,4,2,0,1,12,0,153,0,1,3,3,30,45,1,6,2,7,0,5,2,26,72,0,11,10,19,32,10,18,1,67,17,13,19,61.5,16,24,14,56,17,11,32,16,7,31,33,0,1,42,0,60,50,45,37,0,16,32,40,46,17,19,37,55,20,50,13,5,9
2016-11,28,0.78,28,2,65,64,0,30,0,1,12,8,0,10,4,0,1,0,2,6,3,1,1,11,2,1,35,1,17,0,2,9,0,138,0,0,0,8,21,5,2,12,1,12,0,0,4,36,69,0,12,15,28,91,34,21,1,72,7,43,18,20,17,26,14,46,12,14,26,18,7,35,10,1,1,43,5,27,69,37,38,0,18,31,39,57,27,21,42,59,19,57,18,5,13
2016-12,18,1.67,60,2,59,41,1,32,0,0,10,119,0,9,2,1,4,5,5,3,2,7,3,7,7,1,40,4,0,0,2,7,0,144,0,1,16,13,19,1,5,9,6,207,1,8,3,27,83,0,17,14,13,77,28,19,2,66,15,29,23,11.5,23,34,14,48,10,17,29,26,10,38,14,0,1,46,2,21,59,40,39,14,18,35,48,46,21,22,51,56,12,43,15,6,36
2017-01,34,2.17,78,5,68,28,1,31,2,8,12,4,0,11,3,0,1,0,4,0,0,36,3,12,3,14,135,4,3,1,5,37,0,469,0,0,4,0,40,3,0,0,3,21,31,23,7,26,78,2,12,19,17,81,45,16,7,63,17,26,28,16,19,29,13,39,11,16,23,18,8,66,4,4,2,44,5,24,79,44,35,0,16,39,48,49,28,22,43,57,11,51,18,3,18
