date,Global_Disaster_Total,Global_Holidays_Average,Global_Holidays_Total,PT_Animal-Assisted Interventions,PT_Antidepressants,PT_Antipsychotic Medications,PT_Behavioral Activation Therapy,PT_Benzodiazepines,PT_Biofeedback Devices,PT_Brain Stimulation Technologies,PT_Brain-Computer Interface,PT_Cognitive Behavioral Therapy,PT_Cognitive Enhancement Programs,PT_Cognitive Technologies,PT_Creative Arts Therapies,PT_Dietary Interventions & Supplements,PT_Digital Health Tools,PT_Digital Imaging Technologies for Brain Scanning,PT_Electroencephalography,PT_Exposure Therapy,PT_Expressive Writing & Journaling,PT_Eye Movement Desensitization and Reprocessing,PT_Genetic Testing,PT_Interpersonal Psychotherapy,PT_Meditation and Relaxation Techniques,PT_Metaverse,PT_Mindfulness-Based Stress Reduction,PT_Mood Stabilizers,PT_Neurocognitive Training,PT_Neurofeedback Systems,PT_Neuromodulation Techniques,PT_Neuroprotective Agents,PT_Peer Support Programs & Online Communities,PT_Personalized Medicine,PT_Privacy-Preserving AI in Digital Mental Health,PT_Psychoeducation Programs,PT_Psychophysiological Metrics for Treatment Response,PT_Regenerative Medicine Approaches,PT_Resting-state Functional Magnetic Resonance Imaging,PT_Selective Serotonin Reuptake Inhibitors,PT_Social Skills Training,PT_Stem Cell Therapy for Neurological Disorders,PT_Traditional & Alternative Medicine Approaches,PT_Transcranial Magnetic Stimulation,PT_Trauma-Focused CBT,PT_Virtual Reality Exposure Therapy,PT_Voxel-based Lesion-Symptom Mapping,RMD_Anorexia nervosa,RMD_Antisocial Personality Disorder,RMD_Autosarcophagy,RMD_Avoidant Personality,RMD_Boanthropy,RMD_Body Integrity Dysphoria,RMD_Brief Psychotic,RMD_Capgras,RMD_Childhood Disintegrative Disorder,RMD_Circadian Rhythm Sleep-Wake,RMD_Cyclothymic,RMD_Delusional,RMD_Dementia pugilistica,RMD_Diogenes,RMD_Disinhibited Social Engagement,RMD_Dissociative Fugue,RMD_Ekbom,RMD_Erotomanic,RMD_Factitious,RMD_Fregoli Delusion,RMD_Ganser,RMD_Hallucinogen-Induced Psychotic,RMD_Histrionic Personality,RMD_Hypergraphia,RMD_Hyperthymesia,RMD_Impulse Control,RMD_Intermetamorphosis,RMD_Kleine-Levin,RMD_Kleptomania,RMD_Landau-Kleffner,RMD_Narcissistic Personality,RMD_Olfactory Reference,RMD_Othello,RMD_Palilalia,RMD_Paramnesia,RMD_Postpartum Psychosis,RMD_Psychogenic Amnesia,RMD_Pyromania,RMD_Reactive Attachment,RMD_Reduplicative Paramnesia,RMD_Rumination,RMD_Savant,RMD_Schizoaffective,RMD_Schizotypal Personality,RMD_Selective Mutism,RMD_Stendhal,RMD_Walking Corpse,RMD_koro
2017-02,19,0.56,20,5,66,25,6,31,0,1,15,8,0,11,2,0,1,0,2,4,0,2,3,12,0,2,43,2,0,0,0,6,0,180,0,0,0,0,15,1,0,0,6,7,0,2,1,41,78,0,12,19,15,87,29,19,1,66,16,34,22,58.5,24,27,16,44,12,19,30,20,10,48,7,0,4,45,2,16,50,42,37,0,19,36,40,51,26,26,44,78,21,59,16,2,17
2017-03,21,0.61,22,6,69,33,1,35,1,8,16,4,0,11,2,2,1,0,5,0,0,7,1,3,1,3,35,15,11,0,4,15,0,174,0,0,0,1,20,5,0,3,3,24,1,3,2,25,76,0,15,26,17,92,21,28,0,71,7,30,20,18.5,25,26,14,57,8,15,32,19,9,41,4,0,3,46,1,20,45,46,40,0,21,53,39,51,29,26,44,61,12,71,27,3,18
2017-04,26,1.78,64,6,69,38,1,33,2,2,19,225,0,11,0,0,11,0,9,16,0,20,6,10,3,0,51,2,0,0,4,8,0,150,0,1,0,4,24,3,0,2,0,18,1,5,3,44,72,0,13,21,17,90,29,38,1,74,127,32,28,19,25,42,15,50,14,17,40,18,9,89,1,0,4,47,2,17,44,45,36,0,23,50,44,51,21,26,50,62,14,50,17,2,20
2017-05,30,1.69,61,1,64,33,1,33,0,0,16,125,0,11,1,0,5,0,2,2,0,13,1,18,0,2,55,10,1,0,1,6,0,136,0,1,3,8,17,5,0,0,5,4,2,5,1,31,54,0,14,24,19,101,29,22,1,75,4,35,23,26,24,25,13,61,9,14,26,19,7,100,8,0,6,54,1,14,41,45,44,2,17,36,45,57,27,37,44,59,11,55,19,3,32
2017-06,38,1.61,58,6,66,26,1,33,0,8,13,234,0,11,1,0,1,0,3,2,0,2,3,8,0,2,8,2,0,1,4,12,0,196,0,0,0,0,23,3,0,0,3,6,0,3,1,20,43,0,12,19,11,94,16,22,1,77,4,26,21,35.5,18,27,13,51,7,16,26,17,8,45,2,0,3,44,1,13,47,44,35,0,15,41,36,45,23,15,59,61,9,55,34,2,28
2017-07,38,0.36,13,3,66,27,0,27,2,0,12,144,4,11,4,0,2,0,4,1,0,8,0,14,3,0,45,18,1,2,0,4,0,163,0,0,0,2,41,1,0,0,1,20,0,1,1,30,44,0,12,104,16,73,17,17,1,61,12,36,20,40,17,29,12,61,10,17,35,18,6,41,12,0,5,44,0,16,53,26,33,0,16,22,55,44,14,20,41,60,12,67,18,3,30
2017-08,51,0.72,26,4,65,26,1,29,0,1,12,97,0,11,1,1,2,0,3,0,0,1,7,10,0,0,74,1,0,0,2,3,0,99,0,0,3,1,27,1,0,1,11,12,1,2,1,40,55,0,11,24,31,72,15,16,5,72,8,37,38,22.5,16,26,11,40,10,16,32,16,9,39,1,0,3,40,0,16,50,23,33,0,13,20,45,44,17,14,39,65,15,54,16,2,26
2017-09,50,1.58,57,5,68,38,0,32,1,0,15,195,0,12,2,0,1,0,226,0,0,10,2,23,0,2,47,7,1,0,2,12,0,156,0,0,0,5,20,9,0,3,9,6,1,9,1,45,79,0,14,31,18,84,19,17,1,65,6,35,21,4.5,24,32,13,54,12,15,29,19,8,43,13,0,2,44,0,16,44,37,36,0,14,27,38,54,26,20,63,66,8,60,14,2,20
2017-10,22,1.17,42,6,71,56,0,40,0,0,19,133,0,13,5,0,4,0,2,0,0,14,1,10,0,1,56,1,0,0,2,7,0,146,0,3,2,6,36,1,2,1,0,18,4,2,2,29,77,1,14,32,13,84,25,22,1,74,37,39,24,13,21,29,13,75,9,16,26,19,9,53,21,0,2,51,2,17,81,32,39,0,23,34,46,64,28,22,70,67,20,69,21,2,19
2017-11,27,0.94,34,5,69,45,0,41,0,0,17,195,0,14,8,0,4,2,6,6,0,14,1,3,0,14,25,1,4,2,6,9,0,161,0,1,0,0,28,1,3,3,9,195,1,3,0,31,72,0,18,24,16,96,22,21,1,71,1,47,34,11,20,25,16,64,11,16,32,19,8,58,15,2,4,51,6,13,63,38,40,1,16,40,34,51,27,18,65,72,15,60,15,2,30
2017-12,14,1.53,55,6,62,29,0,36,0,1,14,4,0,10,6,0,24,2,225,8,4,6,5,7,3,1,60,3,6,0,1,11,0,154,0,0,9,23,17,1,6,11,2,6,1,4,1,37,91,0,15,33,21,74,16,20,4,67,13,42,29,8.5,22,28,12,45,10,19,39,17,10,64,1,0,26,52,2,30,38,57,34,0,18,33,41,44,21,19,57,59,11,47,67,2,25
2018-01,46,1.5,54,6,73,30,0,37,5,1,15,1,0,11,8,0,17,0,4,0,0,9,3,13,1,15,143,38,6,0,6,37,0,405,0,2,3,0,60,1,0,0,3,542,2,5,7,26,98,0,12,27,17,71,22,17,5,67,4,42,36,8,22,39,14,45,10,20,32,18,11,48,2,0,5,58,3,21,41,33,38,1,22,28,39,50,22,17,65,62,17,60,23,3,30
2018-02,24,0.97,35,5,92,53,1,43,1,0,17,4,0,11,4,0,1,0,3,0,0,11,2,27,0,2,24,16,0,1,2,8,0,127,0,4,3,0,22,5,0,0,1,6,2,6,1,40,92,0,14,70,19,79,16,20,5,73,11,26,39,10,25,31,12,62,13,16,39,19,7,42,18,1,4,54,0,18,50,37,38,1,15,35,50,71,24,23,59,72,14,58,29,2,36
2018-03,22,1.08,39,6,75,39,0,35,1,1,22,183,0,9,1,0,1,0,2,8,0,7,8,16,0,0,31,1,0,0,4,9,0,114,0,0,3,0,20,1,0,0,3,26,1,3,2,33,83,0,17,31,21,89,14,22,1,67,23,40,30,9,26,31,14,61,14,16,35,21,7,55,7,0,3,56,1,24,38,46,36,2,15,45,53,70,23,21,64,77,12,58,16,3,87
2018-04,19,1.56,56,10,82,50,4,40,0,0,23,4,0,9,1,0,17,0,233,0,0,2,18,40,1,0,10,13,0,0,4,9,0,174,1,2,0,2,30,4,0,0,12,7,1,1,2,24,77,0,16,31,23,92,17,30,3,73,11,26,33,10,28,34,13,65,11,14,26,20,8,48,23,1,7,59,0,32,56,58,44,0,17,55,40,74,22,35,61,86,28,61,23,3,64
2018-05,38,1.83,66,6,74,28,0,37,0,1,23,173,0,11,3,0,1,0,262,0,0,11,4,9,0,0,36,2,0,0,2,11,0,4,0,1,6,6,25,2,0,0,7,19,1,2,1,25,73,0,15,31,15,79,17,27,1,72,14,26,37,18,24,41,19,56,10,14,29,21,10,48,13,0,3,45,3,45,47,39,40,0,22,49,37,70,22,18,51,78,12,55,22,2,62
2018-06,29,1.44,52,6,74,27,0,33,1,0,28,186,0,8,4,0,6,0,1,2,0,1,4,7,1,1,75,4,1,0,4,13,0,129,0,0,2,2,24,5,1,3,2,14,0,1,1,51,67,0,14,21,18,83,15,23,2,63,6,22,30,8,21,34,18,45,12,18,32,24,6,49,33,0,6,42,7,39,47,28,34,6,14,31,36,70,23,16,52,71,17,48,18,2,60
2018-07,41,0.36,13,5,69,42,2,40,0,0,20,1,0,9,1,4,5,0,5,4,0,6,8,28,0,0,91,5,0,1,1,7,0,176,0,0,0,2,39,1,0,3,0,21,1,2,3,25,65,0,18,26,14,75,14,20,2,66,4,15,38,2,19,41,14,38,9,24,26,24,7,43,14,0,4,43,0,63,28,27,33,0,14,25,38,52,65,21,85,64,14,45,16,3,76
2018-08,33,1.44,52,5,73,48,1,32,0,1,16,275,0,8,1,0,2,1,10,0,0,8,4,6,0,3,40,2,0,0,4,10,0,169,0,1,4,3,24,4,0,2,1,14,1,9,2,27,64,0,12,45,17,68,15,18,1,64,5,18,33,6,19,29,14,43,17,11,35,19,6,39,27,0,2,43,0,65,44,27,31,6,23,23,34,51,16,27,87,67,15,55,20,2,42
2018-09,21,1.11,40,6,83,43,1,37,1,0,16,4,0,12,9,0,22,0,290,3,0,20,9,9,0,0,71,2,2,1,3,8,0,171,0,0,7,4,24,2,4,1,3,224,0,5,2,30,93,0,14,33,14,74,14,20,0,62,27,22,37,2.5,20,54,12,51,26,14,32,19,8,34,13,0,0,45,3,75,50,27,41,3,15,32,39,66,16,23,71,70,16,64,23,2,37
2018-10,37,0.83,30,6,78,26,1,40,1,1,16,4,0,10,3,1,6,0,4,0,0,3,15,13,0,0,38,1,1,0,5,6,0,133,0,0,4,6,38,34,0,4,8,37,2,1,2,29,100,0,17,21,15,67,19,21,3,68,14,18,60,11,21,35,13,73,20,17,45,19,5,39,22,0,4,44,0,73,34,37,36,0,27,40,37,50,19,20,61,87,13,65,27,2,36
2018-11,12,1.08,39,5,94,29,1,35,0,0,16,217,0,12,10,0,6,0,2,2,1,2,10,2,4,1,35,1,1,0,4,11,0,156,0,1,1,5,41,4,0,4,1,68,0,4,1,48,81,0,17,33,14,65,46,21,1,70,25,35,38,3.5,28,37,14,68,11,16,26,19,8,37,25,17,5,51,0,74,47,33,38,0,17,43,38,57,17,19,53,80,8,64,18,4,37
2018-12,15,1.61,58,5,76,42,9,35,0,0,13,167,0,14,3,4,9,5,4,4,2,10,7,5,4,1,30,27,4,1,6,15,0,144,0,0,3,9,29,1,2,10,8,7,4,34,2,29,75,0,16,28,14,53,18,17,6,83,19,22,30,2.5,50,35,12,58,10,12,43,19,8,84,5,0,5,54,1,69,42,46,33,1,16,46,41,58,15,33,51,67,9,59,34,5,34
2019-01,58,1.42,51,4,87,39,2,35,3,3,14,4,0,13,11,0,10,0,6,2,0,30,0,18,0,5,156,4,1,1,10,43,0,438,0,2,0,0,84,3,0,0,1,27,2,16,11,22,79,0,14,34,12,37,14,16,2,66,20,17,40,11.5,25,29,15,60,9,20,29,19,8,47,3,0,2,47,7,72,80,49,41,1,17,32,39,58,13,22,50,79,5,58,18,2,34
2019-02,20,0.89,32,8,82,53,1,41,0,6,15,245,0,14,4,1,1,0,6,10,8,47,2,10,0,2,44,1,0,1,4,6,0,150,0,0,0,5,28,4,0,9,3,38,1,16,1,21,76,0,17,40,20,45,14,20,0,72,4,27,34,10.5,37,36,15,65,10,14,34,21,9,33,20,0,2,53,0,84,38,45,40,1,19,36,41,63,13,24,59,69,11,71,21,3,33
2019-03,29,0.64,23,5,93,46,0,42,0,8,15,329,0,11,8,1,3,0,3,1,0,9,12,11,4,1,43,6,1,1,4,8,0,2,0,0,3,3,23,5,0,1,2,8,7,15,2,33,77,0,28,30,34,52,15,22,1,79,5,20,34,10,34,31,13,88,8,24,32,23,7,34,16,0,2,52,1,77,31,39,46,1,22,38,37,66,15,37,49,86,27,93,19,5,31
2019-04,30,1.78,64,6,100,57,2,42,0,1,15,340,0,10,4,0,3,0,7,2,0,2,5,6,0,0,72,3,4,0,4,20,0,188,0,0,4,0,40,10,0,0,7,12,3,34,2,31,73,1,17,43,18,58,25,26,1,71,14,31,38,10.5,34,42,14,81,9,12,48,21,9,39,8,0,5,49,8,68,47,38,45,1,20,48,41,58,17,26,61,83,20,84,21,3,41
2019-05,27,1.67,60,4,86,38,0,41,1,1,15,159,0,11,2,0,6,0,3,2,0,1,8,29,0,0,66,7,0,0,4,8,0,178,0,0,0,1,26,2,0,0,11,280,1,1,1,30,78,0,19,33,13,57,19,22,1,74,5,25,31,18.5,35,43,14,69,11,13,40,19,7,48,7,17,0,47,3,70,44,38,43,1,23,41,36,51,19,22,56,69,9,81,16,5,31
2019-06,47,1.72,62,6,97,32,2,34,1,0,21,289,0,9,3,4,7,0,9,2,0,8,3,6,1,3,64,3,0,0,3,7,0,154,0,0,0,14,30,1,0,3,1,16,4,8,1,42,71,0,23,26,12,47,17,18,0,69,18,29,32,11.5,25,43,15,68,10,16,35,37,7,36,8,0,6,69,4,69,47,25,39,2,25,27,37,48,17,30,49,76,13,62,20,9,61
2019-07,41,0.33,12,6,89,48,3,40,0,6,22,180,0,8,7,0,1,0,4,0,0,3,10,4,0,2,41,5,1,0,9,15,0,183,0,1,0,11,36,5,0,2,4,16,0,5,0,35,72,0,20,19,25,38,46,20,4,67,19,26,31,8,24,52,17,58,8,21,39,24,6,36,8,0,7,55,1,78,47,20,37,0,21,26,37,46,14,32,50,84,6,52,32,6,54
2019-08,35,1.67,60,5,85,51,3,44,0,0,18,173,0,12,2,0,2,1,4,0,0,3,4,23,7,0,45,3,0,0,6,11,0,143,0,2,0,0,24,5,1,3,0,24,2,6,3,27,76,25,18,29,22,50,45,19,1,63,56,22,50,2,20,56,17,65,10,16,35,21,7,57,17,1,6,51,0,82,41,28,63,0,21,36,39,41,20,112,56,85,17,91,21,4,49
2019-09,32,0.78,28,8,77,50,1,41,2,0,22,4,0,11,4,0,1,0,1,16,0,2,7,7,4,3,59,1,1,0,5,7,0,137,0,3,0,10,25,42,0,0,3,8,0,11,2,32,85,0,17,38,16,49,18,25,0,67,12,27,29,8.5,19,45,15,65,9,12,45,21,8,37,11,0,6,46,0,71,63,32,44,0,26,40,37,44,17,64,82,90,10,107,17,3,47
2019-10,45,1.03,37,3,87,51,1,58,0,1,21,4,0,11,0,0,2,0,3,10,0,2,9,9,7,1,69,7,0,0,6,15,0,193,0,1,0,2,40,1,3,2,6,56,3,5,2,78,78,0,19,33,17,52,42,23,1,74,5,18,34,16.5,25,54,14,68,8,13,33,19,8,36,31,0,5,61,0,78,50,40,45,1,24,61,37,59,20,40,67,86,13,91,18,4,44
2019-11,34,0.94,34,5,87,61,1,47,0,1,21,12,0,11,3,0,2,0,2,3,0,3,3,11,0,2,54,5,5,1,5,10,0,178,0,3,3,1,33,1,2,4,6,234,1,6,4,30,81,0,19,37,27,54,20,28,1,81,8,11,31,11,23,41,18,62,10,15,36,20,12,35,5,2,13,50,5,78,50,33,46,1,24,52,39,61,15,44,55,86,11,90,21,8,45
2019-12,34,1.44,52,5,96,51,2,36,1,8,18,4,0,10,1,3,1,2,2,17,1,2,3,8,4,1,74,5,0,1,4,14,0,187,1,0,13,11,41,4,0,6,7,24,2,12,2,27,87,0,24,40,14,40,32,19,2,66,56,22,34,10,24,33,16,50,31,15,29,19,6,34,16,15,9,53,1,77,38,37,41,0,32,46,41,50,12,43,50,89,21,70,46,4,61
2020-01,34,2.17,78,5,92,48,2,40,2,0,17,553,0,12,2,0,16,0,1,0,0,58,16,24,0,15,183,7,2,0,4,30,0,459,0,5,0,1,91,5,0,4,10,25,6,1,1,47,82,0,18,49,15,35,15,19,3,74,3,22,40,10.5,26,36,22,56,19,20,32,21,7,36,16,17,7,51,4,72,47,36,41,1,29,37,47,44,14,27,68,88,27,74,53,3,48
2020-02,50,0.56,20,6,91,47,0,45,0,0,18,1,0,11,4,1,1,0,8,0,2,9,4,14,0,2,48,9,2,0,6,15,0,139,0,1,0,0,37,5,0,3,7,9,0,1,3,30,88,26,23,55,26,41,18,26,1,72,50,26,48,12.5,21,37,22,64,10,14,32,28,8,38,11,0,10,50,6,77,34,39,51,0,24,39,39,58,12,32,75,89,12,87,22,3,53
2020-03,28,0.72,26,6,72,52,0,40,1,1,21,187,0,9,8,1,2,0,2,3,0,4,3,22,1,7,72,4,0,0,11,11,0,172,0,0,0,6,37,3,0,0,5,17,0,20,2,31,79,0,18,62,15,45,27,20,11,72,11,22,31,11,22,40,16,57,10,12,34,20,9,41,2,0,2,55,5,80,25,41,36,1,24,48,40,61,15,24,47,72,20,52,23,3,110
2020-04,34,1.78,64,6,74,55,2,41,0,1,15,4,0,9,5,0,1,0,5,3,0,13,3,11,4,7,62,6,4,1,1,14,0,170,0,1,1,0,34,5,0,0,2,16,0,4,0,44,88,0,24,67,18,48,21,21,1,69,11,23,34,10.5,29,42,22,56,11,13,23,30,13,51,5,1,4,51,1,81,25,31,48,1,23,51,50,41,14,25,64,62,33,47,39,2,54
2020-05,35,2.58,93,6,84,50,0,42,0,1,16,193,0,9,0,2,6,0,6,11,4,8,0,10,0,7,1,5,0,0,3,16,0,147,0,2,0,0,25,1,0,0,6,226,1,3,0,40,90,0,22,57,21,62,23,18,1,76,34,17,33,9.5,53,45,18,104,14,14,35,20,9,49,7,0,8,63,1,79,25,27,51,3,35,67,54,55,22,28,65,113,37,75,43,2,52
2020-06,49,0.92,33,12,77,45,7,39,1,1,15,228,0,9,1,0,3,0,1,3,0,2,3,5,0,3,46,6,1,1,6,19,0,199,3,1,0,1,40,59,0,1,6,24,0,3,4,33,86,0,21,68,23,49,22,19,5,69,19,17,34,9,26,29,22,53,10,22,29,22,11,48,12,25,5,56,1,81,25,28,49,0,27,51,44,64,21,31,48,75,9,70,27,101,44
2020-07,22,0.75,27,5,95,51,2,42,0,1,123,4,0,9,4,0,5,0,7,0,0,2,3,23,0,2,48,10,1,1,5,4,0,169,0,3,4,0,45,44,0,0,0,16,2,5,1,32,98,2,20,61,19,41,19,21,2,71,25,23,39,12,26,52,15,56,10,13,42,19,8,43,16,0,4,47,4,82,31,26,43,0,22,49,35,57,20,30,57,80,33,61,37,48,35
2020-08,37,1.5,54,3,80,41,1,35,4,0,18,4,0,9,4,0,5,0,3,14,0,2,0,6,0,5,73,7,4,0,6,9,0,8,0,0,0,0,2,4,0,0,2,9,10,20,2,33,79,0,22,81,16,37,32,18,1,72,6,22,40,6.5,21,58,16,52,12,17,35,24,12,54,20,0,6,50,1,75,28,21,39,1,22,46,42,42,17,29,49,65,25,54,23,14,32
2020-09,25,0.47,17,9,92,51,1,43,3,1,18,277,0,11,3,1,30,0,7,1,3,5,9,8,5,6,76,115,5,0,3,12,0,210,0,1,4,1,54,2,0,1,5,40,2,9,4,48,82,0,28,88,16,46,23,26,5,81,8,27,52,11,25,47,16,61,13,17,33,25,9,47,20,0,2,48,1,77,28,29,51,0,25,49,41,59,29,29,59,79,21,75,64,9,34
2020-10,36,1.36,49,9,82,47,2,42,1,1,15,4,0,9,4,1,14,0,7,1,1,4,7,82,1,24,230,3,0,0,3,11,0,193,1,1,3,2,52,4,0,3,2,26,7,4,3,48,81,17,25,62,27,54,24,18,0,72,4,17,51,14,35,38,14,67,13,13,32,19,7,45,19,0,5,48,1,78,22,31,44,0,25,61,40,56,54,31,48,80,9,63,91,3,41
2020-11,38,0.64,23,6,89,64,2,44,3,1,15,4,0,7,8,0,11,1,1,1,1,4,4,8,2,4,32,5,11,2,3,1,0,188,0,0,8,3,1,7,1,4,1,25,1,14,2,28,75,0,21,71,15,58,21,19,1,68,10,18,39,4.5,23,47,24,73,16,16,33,20,9,36,7,17,6,50,4,77,19,30,45,1,24,52,40,45,21,31,45,77,21,77,79,5,34
2020-12,22,1.39,50,744,72,47,5,40,1,1,15,4,0,6,1,0,24,1,9,12,4,9,26,17,4,19,55,122,1,1,3,22,0,238,2,1,5,1,40,44,1,18,6,24,7,5,1,59,74,0,21,36,17,62,16,19,2,72,27,29,48,2.5,23,31,19,85,9,18,35,17,9,42,18,0,4,41,2,97,26,43,45,0,20,54,35,44,17,30,43,79,14,65,84,5,41
2021-01,47,1.56,56,194,86,44,4,39,2,1,21,554,0,5,3,0,17,0,1,1,0,2,16,45,0,166,3,331,0,3,6,32,0,488,3,3,0,3,75,15,0,0,7,508,2,11,6,30,74,0,22,40,13,64,27,19,4,71,31,19,45,14,21,28,30,48,9,15,29,20,8,47,11,0,6,53,4,74,26,26,43,0,29,43,37,43,19,34,47,70,34,65,92,3,55
2021-02,26,1.06,38,16,105,55,115,48,2,0,16,313,0,7,5,0,13,2,9,3,0,2,1,20,1,4,2,233,0,0,6,9,0,108,21,0,3,3,39,7,0,0,4,16,2,5,2,58,77,17,22,39,15,71,17,20,3,75,17,35,48,10.5,22,35,18,86,16,15,39,17,11,53,24,0,21,52,1,79,26,33,52,1,25,45,40,41,22,32,57,82,30,64,60,3,40
2021-03,30,0.75,27,3,113,61,10,39,3,1,20,3,1,9,3,0,23,1,4,3,0,4,10,10,1,15,71,341,11,0,11,10,0,184,271,2,3,3,60,4,0,0,0,18,5,4,5,36,72,0,27,26,18,72,31,20,1,90,21,15,41,9,25,56,61,68,10,15,41,20,9,46,14,0,4,55,1,93,25,34,50,0,26,54,35,43,24,30,51,81,23,94,45,6,43
2021-04,39,1.56,56,6,103,65,6,41,1,0,18,370,0,6,7,3,6,0,5,9,0,3,15,17,4,432,79,219,4,1,3,4,0,108,1,2,4,1,45,11,0,1,4,334,6,5,0,41,76,0,28,38,18,85,17,19,4,80,32,17,42,14,28,33,20,75,14,13,36,20,9,43,10,4,9,53,9,108,22,31,49,17,26,72,42,48,24,40,47,91,28,70,46,6,34
2021-05,31,2.86,103,6,113,57,9,38,2,1,17,4,0,7,5,1,9,0,7,16,0,15,3,13,1,2,1,234,0,0,10,10,0,216,1,3,3,1,44,7,0,0,5,17,3,1,4,37,83,0,42,38,17,59,38,18,3,86,45,22,48,11,28,42,18,63,8,14,44,29,8,39,42,0,11,44,3,91,30,29,48,4,38,64,41,49,29,46,50,83,22,74,42,5,31
2021-06,42,0.75,27,3,86,56,4,35,0,1,17,291,0,7,1,0,11,0,14,9,0,9,18,8,1,1,74,9,1,1,15,23,0,171,6,0,0,6,68,2,0,0,7,318,3,20,1,45,90,0,25,56,16,58,16,18,1,70,9,11,45,9,22,35,19,93,9,12,41,19,9,37,47,0,4,50,3,85,31,25,42,4,30,101,36,44,23,29,37,82,12,75,35,5,29
2021-07,65,1.31,47,6,82,59,224,36,0,0,129,4,0,5,4,0,4,0,4,2,6,4,6,9,5,10,6,440,0,2,3,4,0,257,0,0,1,3,63,6,0,1,6,433,3,16,3,24,77,0,24,44,13,48,14,18,1,69,13,15,36,8.5,27,35,15,64,7,10,39,18,8,35,16,0,4,54,2,104,31,17,38,2,21,94,40,49,23,45,52,91,29,71,37,2,29
